BreedID,Type,BreedName,Energetic Level,Personality,Vocalize,
1,1,Affenpinscher,Regular Exercise,,,
2,1,Afghan Hound,Energetic,,,
3,1,Airedale Terrier,Regular Exercise,,,
4,1,Akbash,Calm,,,
5,1,Akita,Energetic,,,
6,1,Alaskan Malamute,Energetic,,,
7,1,American Bulldog,Regular Exercise,,,
8,1,American Eskimo Dog,Energetic,,,
9,1,American Hairless Terrier,Regular Exercise,,,
10,1,American Staffordshire Terrier,Regular Exercise,,,
11,1,American Water Spaniel,Regular Exercise,,,
12,1,Anatolian Shepherd,Regular Exercise,,,
13,1,Appenzell Mountain Dog,Needs a Lot of Activity ,,,
14,1,Australian Cattle Dog/Blue Heeler,Energetic,,,
15,1,Australian Kelpie,Energetic,,,
16,1,Australian Shepherd,Energetic,,,
17,1,Australian Terrier,Energetic,,,
18,1,Basenji,Energetic,,,
19,1,Basset Hound,Calm,,,
20,1,Beagle,Energetic,,,
21,1,Bearded Collie,Regular Exercise,,,
22,1,Beauceron,Needs a Lot of Activity ,,,
23,1,Bedlington Terrier,Energetic,,,
24,1,Belgian Shepherd Dog Sheepdog,Energetic,,,
25,1,Belgian Shepherd Laekenois,Regular Exercise,,,
26,1,Belgian Shepherd Malinois,Energetic,,,
27,1,Belgian Shepherd Tervuren,Energetic,,,
28,1,Bernese Mountain Dog,Energetic,,,
29,1,Bichon Frise,Regular Exercise,,,
30,1,Black and Tan Coonhound,Regular Exercise,,,
31,1,Black Labrador Retriever,Needs a Lot of Activity ,,,
32,1,Black Mouth Cur,Needs a Lot of Activity ,,,
33,1,Black Russian Terrier,Energetic,,,
34,1,Bloodhound,Regular Exercise,,,
35,1,Blue Lacy,Needs a Lot of Activity ,,,
36,1,Bluetick Coonhound,Energetic,,,
37,1,Boerboel,Needs a Lot of Activity ,,,
38,1,Bolognese,Calm,,,
39,1,Border Collie,Needs a Lot of Activity ,,,
40,1,Border Terrier,Regular Exercise,,,
41,1,Borzoi,Energetic,,,
42,1,Boston Terrier,Regular Exercise,,,
43,1,Bouvier des Flanders,Energetic,,,
44,1,Boxer,Energetic,,,
45,1,Boykin Spaniel,Regular Exercise,,,
46,1,Briard,Regular Exercise,,,
47,1,Brittany Spaniel,Needs a Lot of Activity ,,,
48,1,Brussels Griffon,Regular Exercise,,,
49,1,Bull Terrier,Energetic,,,
50,1,Bullmastiff,Energetic,,,
51,1,Cairn Terrier,Regular Exercise,,,
52,1,Canaan Dog,Regular Exercise,,,
53,1,Cane Corso Mastiff,Energetic,,,
54,1,Carolina Dog,Regular Exercise,,,
55,1,Catahoula Leopard Dog,Needs a Lot of Activity ,,,
56,1,Cattle Dog,Needs a Lot of Activity ,,,
57,1,Caucasian Sheepdog (Caucasian Ovtcharka),Calm,,,
58,1,Cavalier King Charles Spaniel,Calm,,,
59,1,Chesapeake Bay Retriever,Energetic,,,
60,1,Chihuahua,Regular Exercise,,,
61,1,Chinese Crested Dog,Regular Exercise,,,
62,1,Chinese Foo Dog,Regular Exercise,,,
63,1,Chinook,Regular Exercise,,,
64,1,Chocolate Labrador Retriever,Needs a Lot of Activity ,,,
65,1,Chow Chow,Regular Exercise,,,
66,1,Cirneco dell'Etna,Other,,,
67,1,Clumber Spaniel,Regular Exercise,,,
68,1,Cockapoo,Other,,,
69,1,Cocker Spaniel,Regular Exercise,,,
70,1,Collie,Regular Exercise,,,
71,1,Coonhound,Energetic,,,
72,1,Corgi,Energetic,,,
73,1,Coton de Tulear,Regular Exercise,,,
74,1,Curly-Coated Retriever,Energetic,,,
75,1,Dachshund,Regular Exercise,,,
76,1,Dalmatian,Energetic,,,
77,1,Dandi Dinmont Terrier,Regular Exercise,,,
78,1,Doberman Pinscher,Needs a Lot of Activity ,,,
79,1,Dogo Argentino,Needs a Lot of Activity ,,,
80,1,Dogue de Bordeaux,Regular Exercise,,,
81,1,Dutch Shepherd,Needs a Lot of Activity ,,,
82,1,English Bulldog,Regular Exercise,,,
83,1,English Cocker Spaniel,Regular Exercise,,,
84,1,English Coonhound,Energetic,,,
85,1,English Pointer,Needs a Lot of Activity ,,,
86,1,English Setter,Energetic,,,
87,1,English Shepherd,Needs a Lot of Activity ,,,
88,1,English Springer Spaniel,Regular Exercise,,,
89,1,English Toy Spaniel,Regular Exercise,,,
90,1,Entlebucher,Needs a Lot of Activity ,,,
91,1,Eskimo Dog,Energetic,,,
92,1,Feist,Regular Exercise,,,
93,1,Field Spaniel,Regular Exercise,,,
94,1,Fila Brasileiro,Energetic,,,
95,1,Finnish Lapphund,Regular Exercise,,,
96,1,Finnish Spitz,Needs a Lot of Activity ,,,
97,1,Flat-coated Retriever,Needs a Lot of Activity ,,,
98,1,Fox Terrier,Energetic,,,
99,1,Foxhound,Energetic,,,
100,1,French Bulldog,Calm,,,
101,1,Galgo Spanish Greyhound,Regular Exercise,,,
102,1,German Pinscher,Needs a Lot of Activity ,,,
103,1,German Shepherd Dog,Regular Exercise,,,
104,1,German Shorthaired Pointer,Needs a Lot of Activity ,,,
105,1,German Spitz,Regular Exercise,,,
106,1,German Wirehaired Pointer,Needs a Lot of Activity ,,,
107,1,Giant Schnauzer,Needs a Lot of Activity ,,,
108,1,Glen of Imaal Terrier,Regular Exercise,,,
109,1,Golden Retriever,Needs a Lot of Activity ,,,
110,1,Gordon Setter,Needs a Lot of Activity ,,,
111,1,Great Dane,Energetic,,,
112,1,Great Pyrenees,Needs a Lot of Activity ,,,
113,1,Greater Swiss Mountain Dog,Energetic,,,
114,1,Greyhound,Energetic,,,
115,1,Harrier,Needs a Lot of Activity ,,,
116,1,Havanese,Regular Exercise,,,
117,1,Hound,Needs a Lot of Activity ,,,
118,1,Hovawart,Regular Exercise,,,
119,1,Husky,Energetic,,,
120,1,Ibizan Hound,Needs a Lot of Activity ,,,
121,1,Illyrian Sheepdog,Needs a Lot of Activity ,,,
122,1,Irish Setter,Needs a Lot of Activity ,,,
123,1,Irish Terrier,Regular Exercise,,,
124,1,Irish Water Spaniel,Needs a Lot of Activity ,,,
125,1,Irish Wolfhound,Regular Exercise,,,
126,1,Italian Greyhound,Regular Exercise,,,
127,1,Italian Spinone,Energetic,,,
128,1,Jack Russell Terrier,Needs a Lot of Activity ,,,
129,1,Jack Russell Terrier (Parson Russell Terrier),,,,
130,1,Japanese Chin,Regular Exercise,,,
131,1,Jindo,Energetic,,,
132,1,Kai Dog,Energetic,,,
133,1,Karelian Bear Dog,Calm,,,
134,1,Keeshond,Regular Exercise,,,
135,1,Kerry Blue Terrier,Regular Exercise,,,
136,1,Kishu,Energetic,,,
137,1,Klee Kai,Energetic,,,
138,1,Komondor,Regular Exercise,,,
139,1,Kuvasz,Regular Exercise,,,
140,1,Kyi Leo,Regular Exercise,,,
141,1,Labrador Retriever,Needs a Lot of Activity ,,,
142,1,Lakeland Terrier,Regular Exercise,,,
143,1,Lancashire Heeler,Energetic,,,
144,1,Leonberger,Regular Exercise,,,
145,1,Lhasa Apso,Regular Exercise,,,
146,1,Lowchen,Regular Exercise,,,
147,1,Maltese,Regular Exercise,,,
148,1,Manchester Terrier,Regular Exercise,,,
149,1,Maremma Sheepdog,Needs a Lot of Activity ,,,
150,1,Mastiff,Regular Exercise,,,
151,1,McNab,Regular Exercise,,,
152,1,Miniature Pinscher,Regular Exercise,,,
153,1,Mountain Cur,Needs a Lot of Activity ,,,
154,1,Mountain Dog,Other,,,
155,1,Munsterlander,Energetic,,,
156,1,Neapolitan Mastiff,Regular Exercise,,,
157,1,New Guinea Singing Dog,Other,,,
158,1,Newfoundland Dog,Regular Exercise,,,
159,1,Norfolk Terrier,Regular Exercise,,,
160,1,Norwegian Buhund,Energetic,,,
161,1,Norwegian Elkhound,Regular Exercise,,,
162,1,Norwegian Lundehund,Regular Exercise,,,
163,1,Norwich Terrier,Regular Exercise,,,
164,1,Nova Scotia Duck-Tolling Retriever,Needs a Lot of Activity ,,,
165,1,Old English Sheepdog,Regular Exercise,,,
166,1,Otterhound,Regular Exercise,,,
167,1,Papillon,Regular Exercise,,,
168,1,Patterdale Terrier (Fell Terrier),Energetic,,,
169,1,Pekingese,Calm,,,
170,1,Peruvian Inca Orchid,Energetic,,,
171,1,Petit Basset Griffon Vendeen,Needs a Lot of Activity ,,,
172,1,Pharaoh Hound,Energetic,,,
173,1,Pit Bull Terrier,Energetic,,,
174,1,Plott Hound,Energetic,,,
175,1,Podengo Portugueso,Regular Exercise,,,
176,1,Pointer,Energetic,,,
177,1,Polish Lowland Sheepdog,Calm,,,
178,1,Pomeranian,Regular Exercise,,,
179,1,Poodle,Energetic,,,
180,1,Portuguese Water Dog,Energetic,,,
181,1,Presa Canario,Energetic,,,
182,1,Pug,Regular Exercise,,,
183,1,Puli,Regular Exercise,,,
184,1,Pumi,Needs a Lot of Activity ,,,
185,1,Rat Terrier,Regular Exercise,,,
186,1,Redbone Coonhound,Regular Exercise,,,
187,1,Retriever,Needs a Lot of Activity ,,,
188,1,Rhodesian Ridgeback,Regular Exercise,,,
189,1,Rottweiler,Regular Exercise,,,
190,1,Saint Bernard,Regular Exercise,,,
191,1,Saluki,Energetic,,,
192,1,Samoyed,Energetic,,,
193,1,Sarplaninac,Regular Exercise,,,
194,1,Schipperke,Regular Exercise,,,
195,1,Schnauzer,Needs a Lot of Activity ,,,
196,1,Scottish Deerhound,Regular Exercise,,,
197,1,Scottish Terrier Scottie,Regular Exercise,,,
198,1,Sealyham Terrier,Regular Exercise,,,
199,1,Setter,Other,,,
200,1,Shar Pei,Calm,,,
201,1,Sheep Dog,Other,,,
202,1,Shepherd,Other,,,
203,1,Shetland Sheepdog Sheltie,Regular Exercise,,,
204,1,Shiba Inu,Regular Exercise,,,
205,1,Shih Tzu,Regular Exercise,,,
206,1,Siberian Husky,Energetic,,,
207,1,Silky Terrier,Regular Exercise,,,
208,1,Skye Terrier,Regular Exercise,,,
209,1,Sloughi,Regular Exercise,,,
210,1,Smooth Fox Terrier,Energetic,,,
211,1,South Russian Ovtcharka,Energetic,,,
212,1,Spaniel,Other,,,
213,1,Spitz,Other,,,
214,1,Staffordshire Bull Terrier,Energetic,,,
215,1,Standard Poodle,Energetic,,,
216,1,Sussex Spaniel,Regular Exercise,,,
217,1,Swedish Vallhund,Needs a Lot of Activity ,,,
218,1,Terrier,Other,,,
219,1,Thai Ridgeback,Energetic,,,
220,1,Tibetan Mastiff,Regular Exercise,,,
221,1,Tibetan Spaniel,Calm,,,
222,1,Tibetan Terrier,Energetic,,,
223,1,Tosa Inu,Calm,,,
224,1,Toy Fox Terrier,Energetic,,,
225,1,Treeing Walker Coonhound,Regular Exercise,,,
226,1,Vizsla,Energetic,,,
227,1,Weimaraner,Needs a Lot of Activity ,,,
228,1,Welsh Corgi,Energetic,,,
229,1,Welsh Springer Spaniel,Energetic,,,
230,1,Welsh Terrier,Energetic,,,
231,1,West Highland White Terrier Westie,Regular Exercise,,,
232,1,Wheaten Terrier,Energetic,,,
233,1,Whippet,Regular Exercise,,,
234,1,White German Shepherd,Regular Exercise,,,
235,1,Wire Fox Terrier,Regular Exercise,,,
236,1,Wire-haired Pointing Griffon,Needs a Lot of Activity ,,,
237,1,Wirehaired Terrier,Energetic,,,
238,1,Xoloitzcuintle/Mexican Hairless,Energetic,,,
239,1,Yellow Labrador Retriever,Needs a Lot of Activity ,,,
240,1,Yorkshire Terrier Yorkie,Regular Exercise,,,
307,1,Mixed Breed,N.A.,,,
241,2,Abyssinian,,Active,other,5
242,2,American Curl,,Energetic,5,4
243,2,American Shorthair,,Even Tempered,other,2
244,2,American Wirehair,,Even Tempered,other,3
245,2,Applehead Siamese,,Active,5,4
246,2,Balinese,,Active,1,4
247,2,Bengal,,Other,2,5
248,2,Birman,,Affectionate,4,4
249,2,Bobtail,,Intelligent,3,4
250,2,Bombay,,Affectionate,3,4
251,2,British Shorthair,,Quiet,4,2
252,2,Burmese,,Affectionate,Other,4
253,2,Burmilla,,Other,Other,5
254,2,Calico,,Other,Other,Other
255,2,Canadian Hairless,,Other,Other,Other
256,2,Chartreux,,Affectionate,5,3
257,2,Chausie,,Other,Other,Other
258,2,Chinchilla,,Other,Other,Other
259,2,Cornish Rex,,Active,2,5
260,2,Cymric,,Other,2,Other
261,2,Devon Rex,,Active,3,4
262,2,Dilute Calico,,Other,Other,Other
263,2,Dilute Tortoiseshell,,Other,Other,Other
264,2,Domestic Long Hair,,Other,Other,Other
265,2,Domestic Medium Hair,,Other,Other,Other
266,2,Domestic Short Hair,,Other,Other,Other
267,2,Egyptian Mau,,Active,2,4
268,2,Exotic Shorthair,,Quiet,5,4
269,2,Extra-Toes Cat (Hemingway Polydactyl),,Other,Other,Other
270,2,Havana,,Affectionate,Other,3
271,2,Himalayan,,Affectionate,Other,1
272,2,Japanese Bobtail,,Intelligent,1,5
273,2,Javanese,,Affectionate,1,4
274,2,Korat,,Affectionate,5,Other
275,2,LaPerm,,Active,5,5
276,2,Maine Coon,,Active,4,4
277,2,Manx,,Quiet,2,3
278,2,Munchkin,,Other,Other,Other
279,2,Nebelung,,Other,Other,4
280,2,Norwegian Forest Cat,,Active,4,Other
281,2,Ocicat,,Active,2,Other
282,2,Oriental Long Hair,,Affectionate,1,Other
283,2,Oriental Short Hair,,Affectionate,1,Other
284,2,Oriental Tabby,,Other,Other,Other
285,2,Persian,,Affectionate,3,2
286,2,Pixie-Bob,,Other,3,4
287,2,Ragamuffin,,Affectionate,Other,3
288,2,Ragdoll,,Affectionate,,
289,2,Russian Blue,,Quiet,Other,2
290,2,Scottish Fold,,Affectionate,4,4
291,2,Selkirk Rex,,Quiet,2,4
292,2,Siamese,,Affectionate,5,4
293,2,Siberian,,Powerful,2,5
294,2,Silver,,Other,Other,Other
295,2,Singapura,,Affectionate,5,4
296,2,Snowshoe,,Other,2,5
297,2,Somali,,Active,Other,5
298,2,Sphynx (hairless cat),,Active,Other,4
299,2,Tabby,,Other,Other,Other
300,2,Tiger,,Other,Other,Other
301,2,Tonkinese,,Vocal,1,5
302,2,Torbie,,Other,Other,Other
303,2,Tortoiseshell,,Other,Other,Other
304,2,Turkish Angora,,Busy,Other,5
305,2,Turkish Van,,Sweet,Other,4
306,2,Tuxedo,,Other,Other,Other